Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
1798,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,23-363,1998,31.2,0.06,0,0,0.71,0.74,0.03,1.6,1.09,0.58,0,0,0,8.65,0.77,0.8,49,Matches
1799,Monchu,es ESP,MF,Granada,es La Liga,22-240,1999,7.4,0.41,0.14,0,4.19,1.76,0,0.54,0.41,1.08,0,0,0,11.1,1.49,1.76,45.8,Matches
1800,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,31-090,1991,23.8,0.17,0,0,2.18,1.34,0,0.71,1.3,1.18,0,0,0,10.1,1.81,1.01,64.2,Matches
1801,Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,25-130,1997,11.3,0.53,0,0,0.88,1.06,0.35,2.48,1.24,0.35,0,0,0,8.94,1.06,0.71,60,Matches
1802,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,26-080,1996,33,0.03,0,0,0,0.12,0,0,0,0,0,0,0,4.42,0,0,,Matches
1803,Ángel Montoro,es ESP,MF,Granada,es La Liga,33-320,1988,14.8,0.34,0,0,2.09,1.42,0.14,0.95,0.81,1.22,0,0,0,7.91,0.68,1.49,31.3,Matches
1804,Martín Montoya,es ESP,DF,Betis,es La Liga,31-027,1991,5.8,0.34,0,0,1.9,1.9,0,1.9,2.07,1.55,0,0,0,8.1,1.55,1.03,60,Matches
1805,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,25-166,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,50,Matches
1806,Álvaro Morata,es ESP,FW,Juventus,it Serie A,29-200,1992,24.9,0.2,0,0,1.89,3.29,0.8,1.08,0.6,0.6,0.08,0.04,0,4.66,1.53,1.65,48.1,Matches
1807,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,32-191,1989,5.2,0.19,0,0,1.35,0.38,0,0.58,1.92,0.96,0,0,0,11,1.92,3.08,38.5,Matches
1808,Jon Morcillo,es ESP,MF,Athletic Club,es La Liga,23-238,1998,0.6,3.33,0,0,6.67,1.67,0,10,0,0,0,0,0,18.3,1.67,0,100,Matches
1809,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,38-039,1984,4.7,0,0,0,0.64,1.06,0,0,2.55,1.7,0,0,0,8.51,0.64,1.28,33.3,Matches
1810,Alberto Moreno,es ESP,MFDF,Villarreal,es La Liga,29-310,1992,13.6,0.22,0,0,1.99,1.62,0.44,2.35,2.65,0.88,0,0.15,0,6.62,0.59,1.25,32,Matches
1811,Álex Moreno,es ESP,DF,Betis,es La Liga,28-337,1993,24.7,0.12,0.04,0,1.34,1.5,0.12,2.71,1.9,1.66,0.04,0,0,9.31,1.42,1.38,50.7,Matches
1812,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30-034,1992,13.2,0.15,0,0,1.06,1.52,0.61,0.98,0.53,0.3,0.08,0,0,3.71,2.27,1.89,54.5,Matches
1813,Tete Morente,es ESP,MF,Elche,es La Liga,25-158,1996,16.3,0.18,0,0,1.96,1.53,0.49,2.27,0.86,0.74,0,0,0,7.12,1.1,1.41,43.9,Matches
1814,Ilaix Moriba,gn GUI,MF,RB Leipzig,de Bundesliga,19-112,2003,0.4,0,0,0,2.5,7.5,0,0,5,0,0,0,0,5,0,5,0,Matches
1815,Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,19-112,2003,7.1,1.13,0.14,0.14,1.83,2.39,0,0.42,1.41,1.83,0,0,0,10,2.68,2.11,55.9,Matches
1816,Manu Morlanes,es ESP,MF,Espanyol,es La Liga,23-119,1999,12.7,0.47,0.08,0,1.26,1.18,0,0.39,1.73,1.57,0,0,0,11,1.73,1.89,47.8,Matches
1817,Raúl Moro,es ESP,FW,Lazio,it Serie A,19-157,2002,2.2,0,0,0,0,0.45,0,1.82,0.45,0,0,0,0,5.91,0.45,0.45,50,Matches
1818,Loren Morón,es ESP,FWMF,Espanyol,es La Liga,28-132,1993,6.3,0,0,0,1.75,2.38,1.11,0.79,0.16,1.11,0,0,0,3.81,4.76,5.08,48.4,Matches
1819,Loren Morón,es ESP,FW,Betis,es La Liga,28-132,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
1820,Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,19-192,2002,0.7,1.43,0,0,1.43,0,0,0,2.86,0,0,0,0,18.6,4.29,4.29,50,Matches
1821,Cristhian Mosquera,co COL,DF,Valencia,es La Liga,17-318,2004,2.4,0.42,0,0,1.67,0,0,0,2.08,1.25,0,0,0,5.83,0.83,1.25,40,Matches
1822,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,26-103,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
1823,Lebo Mothiba,za RSA,FWMF,Troyes,fr Ligue 1,26-103,1996,5.7,0.18,0,0,1.75,2.63,0.7,0.53,1.05,1.05,0.18,0,0,2.63,1.4,2.81,33.3,Matches
1824,Andrei Motoc,ro ROU,DF,Salernitana,it Serie A,20-130,2002,1,0,0,0,0,2,0,0,3,2,0,0,0,4,0,1,0,Matches
1825,Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,20-226,2001,1.1,0,0,0,2.73,0,0,1.82,0.91,2.73,0,0,0,5.45,0.91,1.82,33.3,Matches
1826,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,21-032,2001,4.6,0.22,0,0,1.3,2.17,0,0.22,1.74,1.3,0,0,0,12,2.39,2.17,52.4,Matches
1827,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,17-172,2004,2.4,0.42,0,0,2.08,1.67,2.08,0.42,0,0.42,0,0,0,6.67,0.83,2.92,22.2,Matches
1828,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,24-165,1997,17.1,0.12,0,0,0.76,0.35,0,0,2.28,1.17,0,0,0,7.43,1.75,1.11,61.2,Matches
1829,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,36-118,1986,6,0.5,0.17,0.17,0.17,0.33,0,0,0,0,0,0,0,4.5,0,0,,Matches
1830,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,27-224,1994,24.4,0.08,0,0,2.01,1.39,0.41,0.45,0.45,0.53,0,0,0,5,10,5.41,65,Matches
1831,Mason Mount,eng ENG,MFFW,Chelsea,eng Premier League,23-121,1999,24.3,0.16,0,0,1.44,1.15,0.21,3,0.7,0.99,0,0,0,5.47,0.45,1.48,23.4,Matches
1832,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,29-271,1992,18.4,0.16,0,0,1.36,2.61,0.11,1.09,1.14,0.71,0,0,0,7.12,2.5,1.52,62.2,Matches
1833,Lys Mousset,fr FRA,FWMF,Salernitana,it Serie A,26-092,1996,1.8,1.11,0,0,2.22,1.11,0.56,0.56,0.56,0,0,0.56,0,5.56,0.56,2.78,16.7,Matches
1834,João Moutinho,pt POR,MF,Wolves,eng Premier League,35-245,1986,30.1,0.13,0,0,1.63,0.73,0,1,1.56,1.73,0,0.03,0,10.9,0.53,0.86,38.1,Matches
1835,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,25-272,1996,14.8,0.34,0,0,2.36,0.74,0,0.27,1.49,2.77,0,0,0,9.19,0.95,1.42,40,Matches
1836,Toni Moya,es ESP,MF,Alavés,es La Liga,24-052,1998,15.3,0.13,0,0,2.22,0.78,0,1.96,1.7,1.11,0,0.07,0,10,1.24,1.37,47.5,Matches
1837,Samuel Mráz,sk SVK,FW,Spezia,it Serie A,24-363,1997,0.6,0,0,0,3.33,0,1.67,0,0,0,0,0,0,5,1.67,6.67,20,Matches
1838,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,24-191,1997,20.5,0.15,0,0,1.27,1.22,0.39,1.95,2.54,1.37,0.05,0.05,0,8.54,2.49,1.51,62.2,Matches
1839,Mert Müldür,tr TUR,DF,Sassuolo,it Serie A,23-038,1999,20.9,0.24,0,0,1.29,0.77,0,1.53,1.39,1.29,0,0,0,6.22,0.53,1.24,29.7,Matches
1840,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,24-179,1997,29,0,0,0,0,0.14,0,0,0,0,0,0,0,5.21,0,0,,Matches
1841,Thomas Müller,de GER,MF,Bayern Munich,de Bundesliga,32-240,1989,27.8,0,0,0,0.58,1.19,0.43,2.66,0.79,0.9,0,0,0.04,5.11,1.62,2.23,42.1,Matches
1842,Bali Mumba,eng ENG,DF,Norwich City,eng Premier League,20-215,2001,0.5,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,Matches
1843,Marshall Munetsi,zw ZIM,MFDF,Reims,fr Ligue 1,25-323,1996,18.9,0.37,0,0,2.17,1.27,0.11,0.11,2.43,1.11,0.05,0,0,7.57,2.33,1.59,59.5,Matches
1844,Iker Muniain,es ESP,MF,Athletic Club,es La Liga,29-143,1992,28.9,0.1,0,0,0.48,3.32,0.17,2.6,0.69,0.73,0.07,0,0,5.5,0.21,0.42,33.3,Matches
1845,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,24-268,1997,14.8,0.27,0.07,0.07,1.89,1.08,0,2.23,1.69,1.22,0,0,0,8.65,1.76,2.03,46.4,Matches
1846,Luis Muriel,co COL,FW,Atalanta,it Serie A,31-025,1991,16.5,0.06,0,0,0.91,1.7,0.42,1.88,0.48,0.42,0,0,0,5.82,1.94,2.3,45.7,Matches
1847,Jeison Murillo,co COL,DF,Celta Vigo,es La Liga,29-349,1992,12.2,0.41,0.08,0,1.07,1.15,0,0,1.23,0.57,0,0.08,0,9.67,2.7,2.13,55.9,Matches
1848,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,28-017,1994,13,0.38,0,0,1.46,1,0.54,0.54,0.62,0.23,0,0,0,4.62,8.85,6.54,57.5,Matches
1849,Vedat Muriqi,xk KVX,FW,Lazio,it Serie A,28-017,1994,2.4,0.42,0,0,2.5,3.75,0.42,0.42,0.42,0,0.42,0,0,2.92,5.42,7.5,41.9,Matches
1850,Jacob Murphy,eng ENG,DFFW,Newcastle Utd,eng Premier League,27-076,1995,15.3,0.26,0,0,1.57,1.11,0.13,2.94,2.09,1.11,0,0.07,0,7.71,0.78,2.09,27.3,Matches
1851,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,27-146,1994,10.9,0.46,0,0,1.93,0.55,0.18,1.83,1.47,1.83,0,0.09,0,6.88,1.28,0.92,58.3,Matches
1852,Yunus Musah,us USA,MFFW,Valencia,es La Liga,19-163,2002,13.6,0.37,0,0,1.99,1.03,0,1.84,1.03,0.66,0,0.07,0,4.78,1.4,1.76,44.2,Matches
1853,Torben Müsel,de GER,MF,M'Gladbach,de Bundesliga,22-290,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1854,Jamal Musiala,de GER,MFFW,Bayern Munich,de Bundesliga,19-074,2003,15.3,0.13,0,0,1.05,1.9,0.2,0.46,2.16,1.37,0,0,0,10.2,0.65,0.98,40,Matches
1855,Juan Musso,ar ARG,GK,Atalanta,it Serie A,28-005,1994,30.6,0.03,0.03,0,0.07,0.03,0,0,0,0,0,0.03,0,4.22,0,0,,Matches
1856,Shkodran Mustafi,de GER,DF,Levante,es La Liga,30-024,1992,7.3,0.14,0,0,0.68,0.68,0.41,0,1.78,0.55,0,0,0,9.86,3.97,1.1,78.4,Matches
1857,Enock Mwepu,zm ZAM,MFFW,Brighton,eng Premier League,24-130,1998,10.9,0.18,0,0,2.2,1.56,0.18,0.83,1.47,1.28,0.09,0.09,0,9.45,1.1,2.75,28.6,Matches
1858,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,22-347,1999,8.7,0,0,0,1.26,0.92,0,2.18,2.41,1.26,0.11,0,0,8.74,1.38,1.61,46.2,Matches
1859,Joakim Mæhle,dk DEN,DF,Atalanta,it Serie A,24-356,1997,16.2,0.12,0,0,0.93,1.48,0,1.73,1.3,0.99,0,0.06,0,9.01,0.68,1.17,36.7,Matches
1860,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,22-264,1999,31,0.1,0,0,1.52,0.48,0.13,0.29,2,1.29,0,0.03,0.03,10.7,4.48,2.61,63.2,Matches
1861,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,26-109,1996,13.7,0.36,0,0,1.68,1.31,0,0.15,1.97,1.02,0,0,0,7.66,1.17,0.8,59.3,Matches
1862,Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,17-344,2004,1.1,0,0,0,2.73,0,0,0,0.91,0,0,0,0,6.36,1.82,1.82,50,Matches
1863,Vital N'Simba,cd COD,DF,Clermont Foot,fr Ligue 1,28-307,1993,29.1,0.1,0,0,0.82,1.55,0,2.78,2.06,2.1,0,0,0,8.11,0.55,0.79,41,Matches
1864,Nacho,es ESP,DF,Real Madrid,es La Liga,32-113,1990,14.4,0.42,0,0,0.9,1.04,0,0.42,2.22,0.63,0,0,0,7.85,2.15,1.53,58.5,Matches
1865,Mickael Nade,fr FRA,DF,Saint-Étienne,fr Ligue 1,23-068,1999,26.8,0.15,0,0,1.68,1.04,0.04,0.04,2.8,1.87,0,0,0,8.62,2.43,1.31,65,Matches
1866,Marvelous Nakamba,zw ZIM,MF,Aston Villa,eng Premier League,28-112,1994,9.1,0.44,0,0,1.98,1.1,0,0.11,2.2,1.87,0,0,0,11,0.88,0.99,47.1,Matches
1867,Nahitan Nández,uy URU,MFDF,Cagliari,it Serie A,26-134,1995,15.5,0.19,0,0,1.68,2.45,0.77,2.52,0.71,1.68,0,0,0,5.55,2.77,3.42,44.8,Matches
1868,Nani,pt POR,FWMF,Venezia,it Serie A,35-175,1986,3.2,0.31,0,0,0.63,3.13,0,2.5,2.19,0.63,0,0,0,7.19,1.56,1.56,50,Matches
1869,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27-358,1994,22,0.05,0,0,0,0.18,0,0,0,0,0,0,0,3.73,0,0,,Matches
1870,Nikolas Nartey,dk DEN,MFDF,Stuttgart,de Bundesliga,22-078,2000,4.5,0.22,0,0,2.22,1.33,0.22,1.78,1.56,0.89,0,0,0,7.78,3.11,0.67,82.4,Matches
1871,Matija Nastasi?,rs SRB,DF,Fiorentina,it Serie A,29-044,1993,2.4,0.42,0,0,1.25,0,0,0,2.5,0.83,0,0,0,6.25,0.83,0.83,50,Matches
1872,Roberto Navarro,es ESP,MFFW,Real Sociedad,es La Liga,20-029,2002,2.2,0,0,0,1.36,0.91,0.45,0.91,0.45,1.82,0,0,0,6.36,1.82,4.09,30.8,Matches
1873,Ximo Navarro,es ESP,DF,Alavés,es La Liga,32-108,1990,13,0.31,0.08,0,1.08,1.77,0.15,1.46,1.77,1,0,0.15,0,7.23,1.62,1.46,52.5,Matches
1874,Jesús Navas,es ESP,DF,Sevilla,es La Liga,36-171,1985,17.6,0.23,0,0,0.28,0.57,0.06,4.32,1.31,0.28,0,0,0,6.87,0.57,1.59,26.3,Matches
1875,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,35-147,1986,19.7,0,0.05,0,0,0.05,0,0,0,0,0,0,0,4.67,0,0,,Matches
1876,Papa Ndiaga Yade,sn SEN,DFMF,Metz,fr Ligue 1,22-126,2000,7.7,0.39,0,0,1.3,0.91,0,3.51,1.95,1.17,0,0,0,5.45,0.39,1.04,27.3,Matches
1877,Loum Ndiaye,sn SEN,MF,Alavés,es La Liga,25-132,1996,23.7,0.38,0,0,2.57,0.89,0.04,0.13,1.6,1.35,0,0,0,11.7,3.88,1.73,69.2,Matches
1878,Wilfred Ndidi,ng NGA,MFDF,Leicester City,eng Premier League,25-146,1996,18,0.22,0,0,1.89,1.44,0.06,0.11,2.5,2.61,0,0.11,0,13.8,3.11,1.89,62.2,Matches
1879,Tanguy Ndombele,fr FRA,MF,Tottenham,eng Premier League,25-134,1996,5.4,0.19,0,0,0.93,2.22,0,0.37,0.56,1.85,0,0,0,6.85,0.37,0.56,40,Matches
1880,Tanguy Ndombele,fr FRA,MF,Lyon,fr Ligue 1,25-134,1996,6.9,0.29,0,0,2.03,2.9,0,0.58,1.16,2.46,0,0,0,9.71,1.01,0.72,58.3,Matches
1881,Dan Ndoye,ch SUI,FWMF,Nice,fr Ligue 1,21-198,2000,2.3,0,0,0,1.3,0.87,0.43,0.87,0,0.43,0,0,0,4.35,1.3,3.04,30,Matches
1882,Paul Nebel,de GER,MFFW,Mainz 05,de Bundesliga,19-213,2002,2.4,1.25,0,0,2.5,1.25,0.42,2.08,0.83,1.25,0,0,0,5.83,0,5,0,Matches
1883,Álvaro Negredo,es ESP,FW,Cádiz,es La Liga,36-264,1985,22,0.09,0,0,0.86,1.45,0.5,0.82,0.41,0.05,0,0.05,0,3,5.36,4.64,53.6,Matches
1884,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,22-152,1999,0.2,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,,Matches
1885,David Nemeth,at AUT,DF,Mainz 05,de Bundesliga,21-054,2001,3.5,0,0,0,0.29,0.57,0,0,2,0.57,0,0,0,8.86,4,2,66.7,Matches
1886,Ilija Nestorovski,mk MKD,FW,Udinese,it Serie A,32-060,1990,0.7,1.43,0,0,1.43,2.86,1.43,0,0,1.43,0,0,0,1.43,2.86,4.29,40,Matches
1887,Neto,br BRA,GK,Barcelona,es La Liga,32-296,1989,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
1888,Pedro Neto,pt POR,FWMF,Wolves,eng Premier League,22-063,2000,3.3,0.91,0,0,0.61,1.82,0.3,3.64,1.82,1.21,0,0,0,5.76,0.91,1.52,37.5,Matches
1889,Luca Netz,de GER,DF,M'Gladbach,de Bundesliga,18-361,2003,14.5,0.07,0,0,0.55,0.9,0.07,0.97,1.38,1.24,0,0,0,6,0.9,1.17,43.3,Matches
1890,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,36-045,1986,27,0,0,0,0,0.07,0,0,0,0,0,0,0,6,0,0,,Matches
1891,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,25-056,1997,22.6,0.09,0,0,0.93,1.64,0,0.4,1.73,1.73,0,0,0,8.63,0.53,0.75,41.4,Matches
1892,Carlos Neva,es ESP,DF,Granada,es La Liga,25-333,1996,23.4,0.04,0,0,0.38,0.98,0,2.48,2.18,0.94,0,0,0,6.79,0.85,1.54,35.7,Matches
1893,Rúben Neves,pt POR,MF,Wolves,eng Premier League,25-059,1997,26.6,0.34,0,0,1.24,0.64,0.04,0.75,2.03,1.58,0,0,0,10.5,0.94,0.83,53.2,Matches
1894,Neymar,br BRA,FWMF,Paris S-G,fr Ligue 1,30-095,1992,19.7,0.46,0,0,1.62,3.6,0.51,1.57,0.71,0.71,0.05,0,0,5.33,0.2,0.46,30.8,Matches
1895,Yvan Neyou,cm CMR,MF,Saint-Étienne,fr Ligue 1,25-128,1997,10.4,0.38,0.1,0.1,1.63,2.12,0,0.1,2.4,1.54,0,0,0,9.62,0.58,0.87,40,Matches
1896,Jeremy Ngakia,eng ENG,DF,Watford,eng Premier League,21-246,2000,8,0,0,0,1.38,0.63,0,1.38,3,2.38,0,0,0,8.38,2.13,2.13,50,Matches
1897,Jessic Ngankam,de GER,FW,Greuther Fürth,de Bundesliga,21-295,2000,3.1,0,0,0,3.23,1.61,0.32,0.65,0.32,0.65,0,0,0,4.52,2.26,5.16,30.4,Matches
1898,Opa Nguette,sn SEN,FWMF,Metz,fr Ligue 1,27-307,1994,11.6,0.09,0,0,1.21,2.24,0.34,0.17,0.26,1.55,0,0,0,5.78,2.07,2.59,44.4,Matches
1899,Aurélien Nguiamba,fr FRA,MF,Spezia,it Serie A,23-113,1999,0.4,2.5,0,0,5,0,0,2.5,0,0,0,0,0,22.5,0,10,0,Matches
1900,Sikou Niakaté,fr FRA,DF,Metz,fr Ligue 1,22-305,1999,6.2,0.32,0,0,1.61,0.48,0,0,4.19,1.29,0,0,0.16,5.97,1.45,1.29,52.9,Matches
1901,Moussa Niakhate,fr FRA,DF,Mainz 05,de Bundesliga,26-064,1996,27.5,0.04,0,0,1.31,0.84,0.11,1.53,2.62,1.31,0,0.04,0,11.2,2.47,1.38,64.2,Matches
1902,Ibrahima Niane,sn SEN,FW,Metz,fr Ligue 1,23-061,1999,17.6,0.11,0.06,0,0.8,1.65,0.63,0.4,0.34,0,0,0,0,3.98,3.64,4.77,43.2,Matches
1903,M'Baye Niang,sn SEN,FW,Bordeaux,fr Ligue 1,27-143,1994,8.6,0.35,0,0,2.91,2.21,0.93,0.35,0.12,0.81,0,0,0,3.26,2.79,5.12,35.3,Matches
1904,Cheikh Niasse,sn SEN,MFFW,Lille,fr Ligue 1,22-112,2000,0.5,2,0,0,2,2,0,0,0,4,0,0,0,26,6,4,60,Matches
1905,Florian Niederlechner,de GER,FW,Augsburg,de Bundesliga,31-199,1990,12.2,0.08,0,0,1.23,1.89,0.74,0.66,0.25,0.57,0.16,0,0.08,4.67,2.7,4.18,39.3,Matches
1906,Håvard Nielsen,no NOR,MFFW,Greuther Fürth,de Bundesliga,28-300,1993,15.2,0.13,0,0,1.78,1.64,0.59,0.59,0.53,1.18,0,0,0,4.67,4.54,3.03,60,Matches
1907,Saúl Ñíguez,es ESP,DFMF,Atlético Madrid,es La Liga,27-171,1994,2.2,0,0,0,0.91,0.91,0.45,1.36,0.91,1.82,0,0,0,9.55,3.18,0.45,87.5,Matches
1908,Saúl Ñíguez,es ESP,DFMF,Chelsea,eng Premier League,27-171,1994,4.3,0.23,0,0,2.56,0,0,1.4,2.79,1.16,0,0,0,8.14,1.63,2.56,38.9,Matches
1909,Dimitris Nikolaou,gr GRE,DF,Spezia,it Serie A,23-271,1998,34,0.21,0,0,0.88,0.65,0,0.12,2.03,0.88,0,0.03,0.03,8.91,1.47,1.68,46.7,Matches
1910,Joakim Nilsson,se SWE,DF,Arminia,de Bundesliga,28-094,1994,29.4,0.14,0,0,1.19,0.51,0.07,0,2.04,0.75,0,0,0,9.12,3.47,2.65,56.7,Matches
1911,Casimir Ninga,td CHA,FW,Angers,fr Ligue 1,28-359,1993,4.5,0.44,0,0,2.44,3.11,0.67,0.67,0.67,0.22,0,0,0,8.22,0.22,4.67,4.5,Matches
1912,Fernando Niño,es ESP,FW,Mallorca,es La Liga,21-199,2000,9.8,0.2,0,0,2.35,2.35,0.31,0.1,0.41,0.51,0.1,0,0,4.08,5.51,5.82,48.6,Matches
1913,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,22-346,1999,6.7,0.3,0,0,2.69,1.64,0.6,1.34,0.6,1.04,0,0,0,4.93,0.9,4.63,16.2,Matches
1914,Nicolas Nkoulou,cm CMR,DF,Watford,eng Premier League,32-045,1990,1.9,0,0,0,0.53,0,0,0,0.53,0,0,0,0,6.84,0.53,0.53,50,Matches
1915,Christopher Nkunku,fr FRA,FWMF,RB Leipzig,de Bundesliga,24-178,1997,29.3,0.07,0,0,1.13,2.25,0.41,1.74,0.82,0.41,0.1,0,0,5.15,1.02,1.54,40,Matches
1916,Lukas Nmecha,de GER,FWMF,Wolfsburg,de Bundesliga,23-148,1998,17.2,0.23,0,0,1.92,1.92,0.35,1.16,0.35,0.7,0.06,0,0,4.24,2.03,2.91,41.2,Matches
1917,Mark Noble,eng ENG,MF,West Ham,eng Premier League,35-003,1987,3.4,0,0,0,1.47,2.06,0,0,1.47,2.06,0,0,0,8.53,0.29,0.29,50,Matches
1918,Peru Nolaskoain,es ESP,DF,Athletic Club,es La Liga,23-198,1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
1919,Nolito,es ESP,MF,Celta Vigo,es La Liga,35-208,1986,14.6,0.14,0,0,1.44,1.1,0.41,0.68,0.75,1.03,0,0.07,0,7.47,0.68,1.1,38.5,Matches
1920,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,23-328,1998,19.8,0.2,0,0,0.91,2.63,0.2,1.72,0.86,0.66,0.05,0.05,0,6.01,0.86,2.02,29.8,Matches
1921,Håvard Nordtveit,no NOR,DF,Hoffenheim,de Bundesliga,31-324,1990,3.4,0.29,0,0,0.59,2.06,0,0,1.76,1.47,0,0,0,13.5,1.76,2.65,40,Matches
1922,Mathias Normann,no NOR,MF,Norwich City,eng Premier League,25-348,1996,16.5,0.24,0,0,2.55,1.7,0.06,0.85,1.39,1.45,0,0.06,0,10.7,1.64,0.79,67.5,Matches
1923,Connor Noß,ie IRL,MF,M'Gladbach,de Bundesliga,21-130,2001,0.6,0,0,0,1.67,1.67,0,0,0,0,0,0,0,3.33,0,3.33,0,Matches
1924,Hugo Novoa,es ESP,MFFW,RB Leipzig,de Bundesliga,19-130,2003,1.5,0,0,0,0.67,2,0.67,2,2,1.33,0,0,0,5.33,0.67,2,25,Matches
1925,Soma Novothny,hu HUN,FWMF,Bochum,de Bundesliga,27-329,1994,0.9,0,0,0,2.22,2.22,0,1.11,2.22,0,1.11,0,0,3.33,5.56,10,35.7,Matches
1926,Jean-Pierre Nsame,cm CMR,FW,Venezia,it Serie A,29-010,1993,2.7,0,0,0,2.22,1.11,1.11,0.37,0,0.37,0.37,0,0,4.07,7.41,5.19,58.8,Matches
1927,Randy Ntekja,fr FRA,FWMF,Rayo Vallecano,es La Liga,24-156,1997,14.6,0.14,0,0,2.67,1.71,0.21,0.68,0.68,0.82,0.14,0,0,5.21,4.38,5.75,43.2,Matches
1928,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,25-223,1996,36,0.03,0,0,0,0.08,0,0,0,0,0,0,0.03,4.92,0,0,,Matches
1929,Kasim Nuhu,gh GHA,DF,Hoffenheim,de Bundesliga,26-323,1995,0.1,0,0,0,0,0,0,0,10,0,0,0,0,30,30,0,100,Matches
1930,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,25-101,1997,6.9,0.29,0,0,1.45,1.16,0,0.14,1.45,0.72,0,0.14,0,11.3,3.04,1.59,65.6,Matches
1931,Hans Nunoo Sarpei,gh GHA,DFMF,Greuther Fürth,de Bundesliga,23-262,1998,7.1,0.28,0,0,0.99,2.54,0,0,2.11,1.55,0,0,0,8.73,1.83,1.83,50,Matches
1932,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,32-007,1990,20.6,0.05,0,0,0.73,0.24,0,0.1,1.6,0.92,0,0,0,7.96,1.7,1.21,58.3,Matches
1933,Simeon Nwankwo,ng NGA,FW,Salernitana,it Serie A,30-004,1992,9.4,0,0,0,1.38,1.28,0.96,0,0.43,0.43,0,0,0,3.3,2.23,5.21,30,Matches
1934,Gerzino Nyamsi,fr FRA,DF,Strasbourg,fr Ligue 1,25-109,1997,31.2,0.13,0,0,1.12,0.16,0.03,0.03,1.25,0.64,0,0,0,9.04,2.92,1.35,68.4,Matches
1935,Allan Nyom,cm CMR,DF,Getafe,es La Liga,34-001,1988,2.7,0.37,0,0,0.37,1.11,0,1.11,1.48,1.11,0,0,0,4.81,1.11,0.74,60,Matches
1936,M'Bala Nzola,ao ANG,FW,Spezia,it Serie A,25-266,1996,11.9,0.17,0,0,2.77,0.76,1.09,0.34,0.17,0.25,0,0.08,0,3.45,1.93,5.55,25.8,Matches
1937,Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,28-062,1994,32.9,0.21,0,0,2.19,1.12,0,0.4,2.55,2.43,0,0,0,12.9,1.82,2.13,46.2,Matches
1938,Adam Obert,sk SVK,DF,Cagliari,it Serie A,19-261,2002,3,0,0,0,2,0.33,0,0.33,1.67,1.67,0,0,0,8.67,1.33,2.67,33.3,Matches
